Transient Name,Epoch,Peak Flux,RMS Flux,Delta T
ZTF18acbwaxk,VLASS2.1,0.376,0.106,523.47
ZTF18acbwaxk,VLASS3.1,0.309,0.118,1454.47
ZTF18acbwazl,VLASS1.1v2,0.256,0.119,-376.54
ZTF18acbwazl,VLASS2.1,0.34,0.118,669.46
ZTF18acbwazl,VLASS3.1,0.381,0.109,1566.46
ZTF18acbwchi,VLASS1.2v2,0.303,0.123,213.64
ZTF18acbwchi,VLASS2.2,0.318,0.141,1094.64
ZTF18acbwfza,VLASS1.1v2,0.327,0.126,-413.55
ZTF18acbwfza,VLASS2.1,0.547,0.24,630.45
ZTF18acbwfza,VLASS3.1,0.258,0.099,1551.45
ZTF18acbwghc,VLASS1.2v2,0.324,0.134,152.51
ZTF18acbwghc,VLASS2.2,0.249,0.115,1094.51
ZTF18acbwglb,VLASS1.1v2,0.283,0.116,-372.54
ZTF18acbwglb,VLASS2.1,0.249,0.148,666.46
ZTF18acbwglb,VLASS3.1,0.257,0.13,1580.46
ZTF18acbwglw,VLASS1.1v2,0.483,0.137,-382.56
ZTF18acbwglw,VLASS2.1,0.361,0.16,656.44
ZTF18acbwglw,VLASS3.1,0.328,0.139,1570.44
ZTF18acbwiic,VLASS1.1v2,0.649,0.26,-399.14
ZTF18acbwiic,VLASS2.1,0.716,0.249,639.86
ZTF18acbwiic,VLASS3.1,0.483,0.263,1547.86
ZTF18acbwlpj,VLASS1.2v2,0.303,0.132,178.88
ZTF18acbwlpj,VLASS2.2,0.441,0.132,1064.88
ZTF18acbwnsh,VLASS1.1v2,0.371,0.105,-427.18
ZTF18acbwnsh,VLASS2.1,0.277,0.134,660.82
ZTF18acbwnsh,VLASS3.1,0.249,0.1,1552.82
ZTF18acbwopo,VLASS1.2v2,0.52,0.137,128.84
ZTF18acbwopo,VLASS2.2,1.803,0.198,1092.84
ZTF18acbwppb,VLASS1.2v2,0.382,0.183,142.87
ZTF18acbwppb,VLASS2.2,0.451,0.168,1046.87
ZTF18acbwtmf,VLASS1.2v2,0.388,0.15,159.89
ZTF18acbwtmf,VLASS2.2,0.387,0.114,1107.89
ZTF18acbwtng,VLASS1.1v2,0.771,0.192,-393.07
ZTF18acbwtng,VLASS2.1,0.917,0.28,615.93
ZTF18acbwtng,VLASS3.1,0.722,0.176,1588.93
ZTF18acbwtnh,VLASS1.1v2,0.22,0.095,-384.15
ZTF18acbwtnh,VLASS2.1,0.564,0.175,624.85
ZTF18acbwtnh,VLASS3.1,0.375,0.166,1597.85
ZTF18acbwvsp,VLASS1.2v2,0.658,0.138,138.68
ZTF18acbwvsp,VLASS2.2,0.605,0.188,1078.68
ZTF18acbwxcc,VLASS1.1v2,0.375,0.109,-370.14
ZTF18acbwxcc,VLASS2.1,0.316,0.144,667.86
ZTF18acbwxcc,VLASS3.1,0.335,0.141,1562.86
ZTF18acbwxgn,VLASS1.1v2,0.292,0.136,-417.11
ZTF18acbwxgn,VLASS2.1,0.323,0.137,654.89
ZTF18acbwxgn,VLASS3.1,0.476,0.149,1551.89
ZTF18acbwxou,VLASS1.1v2,0.247,0.114,-395.19
ZTF18acbwxou,VLASS2.1,0.411,0.146,619.81
ZTF18acbwxou,VLASS3.1,0.415,0.115,1551.81
ZTF18acbwymh,VLASS1.1v2,0.335,0.134,-402.11
ZTF18acbwymh,VLASS2.1,0.419,0.17,640.89
ZTF18acbwymh,VLASS3.1,0.249,0.142,1585.89
ZTF18acbxhua,VLASS1.1v2,0.279,0.135,-265.21
ZTF18acbxhua,VLASS2.1,0.306,0.136,728.79
ZTF18acbxhua,VLASS3.1,0.289,0.12,1674.79
ZTF18acbxhui,VLASS1.2v2,0.42,0.137,237.77
ZTF18acbxhui,VLASS2.2,0.462,0.123,1189.77
ZTF18acbxkop,VLASS1.1v2,0.605,0.15,-415.26
ZTF18acbxkop,VLASS2.1,0.913,0.253,660.74
ZTF18acbxkop,VLASS3.1,0.754,0.174,1595.74
ZTF18acbxkpa,VLASS1.1v2,0.285,0.151,-336.24
ZTF18acbxkpa,VLASS2.1,0.337,0.134,641.76
ZTF18acbxkpa,VLASS3.1,0.369,0.139,1646.76
ZTF18acbxmvy,VLASS1.2v2,0.31,0.127,156.77
ZTF18acbxmvy,VLASS2.2,0.293,0.126,1132.77
ZTF18acbxrdw,VLASS1.1v2,0.245,0.113,-257.24
ZTF18acbxrdw,VLASS2.1,0.371,0.134,724.76
ZTF18acbxrdw,VLASS3.1,0.329,0.134,1679.76
ZTF18acbxrrx,VLASS1.1v2,0.34,0.128,-257.24
ZTF18acbxrrx,VLASS2.1,0.351,0.158,724.76
ZTF18acbxrrx,VLASS3.1,0.49,0.136,1679.76
ZTF18acbxsap,VLASS1.1v2,0.516,0.164,-333.27
ZTF18acbxsap,VLASS2.1,0.567,0.219,611.73
ZTF18acbxsap,VLASS3.1,0.609,0.168,1543.73
ZTF18acbxsge,VLASS1.1v2,0.326,0.132,-358.34
ZTF18acbxsge,VLASS2.1,0.451,0.173,596.66
ZTF18acbxsge,VLASS3.1,0.341,0.156,1578.66
ZTF18acbxsgy,VLASS1.1v2,0.288,0.149,-345.21
ZTF18acbxsgy,VLASS2.1,0.443,0.151,713.79
ZTF18acbxsgy,VLASS3.1,0.443,0.171,1600.79
ZTF18acbxshd,VLASS1.1v2,0.328,0.157,-261.25
ZTF18acbxshd,VLASS2.1,0.511,0.216,723.75
ZTF18acbxshd,VLASS3.1,0.473,0.149,1677.75
ZTF18acbxudr,VLASS1.2v2,0.387,0.141,137.86
ZTF18acbxudr,VLASS2.2,0.288,0.126,1008.86
ZTF18acbygcu,VLASS1.1v2,0.222,0.13,-1344.42
ZTF18acbygcu,VLASS2.1,0.489,0.169,-269.42
ZTF18acbygcu,VLASS3.1,0.385,0.124,607.58
ZTF18acbyyff,VLASS1.1v2,0.201,0.106,-277.27
ZTF18acbyyff,VLASS2.1,0.372,0.156,717.73
ZTF18acbyyff,VLASS3.1,0.32,0.124,1662.73
ZTF18acbznkf,VLASS1.1v2,0.299,0.104,-345.47
ZTF18acbznkf,VLASS2.1,0.289,0.137,654.53
ZTF18acbznkf,VLASS3.1,0.199,0.105,1573.53
ZTF18acbznvp,VLASS1.1v2,0.545,0.145,-411.45
ZTF18acbznvp,VLASS2.1,0.377,0.127,708.55
ZTF18acbznvp,VLASS3.1,0.444,0.107,1554.55
ZTF18acbzojv,VLASS1.2v2,0.296,0.136,175.46
ZTF18acbzojv,VLASS2.2,0.364,0.138,1130.46
ZTF18acbzoyh,VLASS1.2v2,0.299,0.118,164.45
ZTF18acbzoyh,VLASS2.2,0.21,0.098,1108.45
ZTF18acbzpag,VLASS1.2v2,0.468,0.174,186.45
ZTF18acbzpag,VLASS2.2,0.49,0.116,1092.45
ZTF18acbzpxx,VLASS1.2v2,0.253,0.121,181.45
ZTF18acbzpxx,VLASS2.2,0.309,0.119,1124.45
ZTF18acbzvpg,VLASS1.2v2,0.331,0.147,166.47
ZTF18acbzvpg,VLASS2.2,0.374,0.129,1113.47
ZTF18accaqrr,VLASS1.1v2,0.462,0.109,-424.18
ZTF18accaqrr,VLASS2.1,0.348,0.145,642.82
ZTF18accaqrr,VLASS3.1,0.333,0.135,1569.82
ZTF18accbppp,VLASS1.2v2,0.411,0.156,168.79
ZTF18accbppp,VLASS2.2,0.32,0.154,1099.79
ZTF18accbwow,VLASS1.1v2,0.352,0.118,-397.26
ZTF18accbwow,VLASS2.1,0.49,0.199,653.74
ZTF18accbwow,VLASS3.1,0.447,0.122,1547.74
ZTF18accdvrb,VLASS1.1v2,0.858,0.139,-259.54
ZTF18accdvrb,VLASS2.1,0.944,0.187,730.46
ZTF18accdvrb,VLASS3.1,0.984,0.152,1675.46
ZTF18accdxpa,VLASS1.1v2,2.281,0.202,-394.1
ZTF18accdxpa,VLASS2.1,2.657,0.223,633.9
ZTF18accdxpa,VLASS3.1,2.366,0.245,1568.9
ZTF18accdzeo,VLASS1.1v2,0.298,0.107,-405.08
ZTF18accdzeo,VLASS2.1,0.353,0.11,663.92
ZTF18accdzeo,VLASS3.1,0.241,0.115,1579.92
ZTF18accdzju,VLASS1.2v2,0.327,0.131,208.92
ZTF18accdzju,VLASS2.2,0.307,0.135,1064.92
ZTF18acceaem,VLASS1.1v2,0.338,0.156,-265.13
ZTF18acceaem,VLASS2.1,0.353,0.149,714.87
ZTF18acceaem,VLASS3.1,0.341,0.118,1671.87
ZTF18acceprh,VLASS1.1v2,0.513,0.181,-262.11
ZTF18acceprh,VLASS2.1,0.609,0.18,NA
ZTF18acceprh,VLASS3.1,0.354,0.147,1676.89
ZTF18accfjmp,VLASS1.2v2,0.699,0.272,175.87
ZTF18accfjmp,VLASS2.2,0.254,0.104,1061.87
ZTF18acchvwh,VLASS1.1v2,0.355,0.132,-329.21
ZTF18acchvwh,VLASS2.1,0.287,0.124,615.79
ZTF18acchvwh,VLASS3.1,0.411,0.173,1547.79
ZTF18acchzkf,VLASS1.1v2,0.44,0.158,-326.21
ZTF18acchzkf,VLASS2.1,0.492,0.201,637.79
ZTF18acchzkf,VLASS3.1,0.284,0.134,1536.79
ZTF18accjdgs,VLASS1.1v2,0.457,0.166,-742.16
ZTF18accjdgs,VLASS2.1,0.504,0.187,296.84
ZTF18accjdgs,VLASS3.1,0.398,0.139,1204.84
ZTF18accjecm,VLASS1.1v2,0.261,0.101,-394.23
ZTF18accjecm,VLASS2.1,0.448,0.166,617.77
ZTF18accjecm,VLASS3.1,0.254,0.1,1546.77
ZTF18accjqzu,VLASS1.1v2,0.487,0.176,-315.31
ZTF18accjqzu,VLASS2.1,0.572,0.31,625.69
ZTF18accjqzu,VLASS3.1,0.355,0.167,1537.69
ZTF18acckoil,VLASS1.1v2,0.4,0.134,-344.24
ZTF18acckoil,VLASS2.1,0.283,0.116,615.76
ZTF18acckoil,VLASS3.1,0.378,0.139,1576.76
ZTF18acclexy,VLASS1.2v2,0.364,0.148,142.73
ZTF18acclexy,VLASS2.2,0.308,0.105,1093.73
ZTF18accmkud,VLASS1.2v2,0.438,0.123,170.66
ZTF18accmkud,VLASS2.2,0.258,0.103,1109.66
ZTF18accnbgw,VLASS1.2v2,0.295,0.138,106.58
ZTF18accnbgw,VLASS2.2,0.23,0.121,1090.58
ZTF18accnfrz,VLASS1.1v2,0.261,0.099,-393.48
ZTF18accnfrz,VLASS2.1,0.274,0.12,707.52
ZTF18accnfrz,VLASS3.1,0.209,0.105,1547.52
ZTF18accngee,VLASS1.1v2,0.282,0.114,-406.5
ZTF18accngee,VLASS2.1,0.402,0.14,678.5
ZTF18accngee,VLASS3.1,0.399,0.143,1534.5
ZTF18accngfb,VLASS1.1v2,0.311,0.118,-393.48
ZTF18accngfb,VLASS2.1,0.398,0.112,707.52
ZTF18accngfb,VLASS3.1,0.346,0.126,1547.52
ZTF18accngxc,VLASS1.1v2,0.293,0.105,-521.21
ZTF18accngxc,VLASS2.1,0.191,0.125,549.79
ZTF18accngxc,VLASS3.1,0.389,0.117,1385.79
ZTF18accnlji,VLASS1.2v2,0.335,0.129,168.63
ZTF18accnlji,VLASS2.2,0.353,0.11,1076.63
ZTF18accnmri,VLASS1.2v2,0.322,0.124,138.58
ZTF18accnmri,VLASS2.2,0.252,0.11,1087.58
ZTF18accnnyu,VLASS1.2v2,0.364,0.125,168.5
ZTF18accnnyu,VLASS2.2,0.334,0.102,1113.5
ZTF18accnoli,VLASS1.1v2,0.324,0.12,-403.52
ZTF18accnoli,VLASS2.1,0.386,0.135,705.48
ZTF18accnoli,VLASS3.1,0.29,0.104,1555.48
ZTF18accpjkb,VLASS1.2v2,0.258,0.113,159.91
ZTF18accpjkb,VLASS2.2,0.28,0.106,1107.91
ZTF18accqcab,VLASS1.1v2,0.23,0.123,-376.21
ZTF18accqcab,VLASS2.1,0.372,0.135,661.79
ZTF18accqcab,VLASS3.1,0.354,0.139,1556.79
ZTF18accrorf,VLASS1.2v2,0.573,0.17,170.77
ZTF18accrorf,VLASS2.2,0.648,0.134,1063.77
ZTF18accsawg,VLASS1.1v2,0.496,0.172,-347.32
ZTF18accsawg,VLASS2.1,0.758,0.2,697.68
ZTF18accsawg,VLASS3.1,0.587,0.18,1580.68
ZTF18acctdhp,VLASS1.2v2,0.468,0.122,210.76
ZTF18acctdhp,VLASS2.2,0.252,0.106,1073.76
ZTF18accwjiu,VLASS1.1v2,0.292,0.103,-410.41
ZTF18accwjiu,VLASS2.1,0.338,0.135,690.59
ZTF18accwjiu,VLASS3.1,0.317,0.108,1530.59
ZTF18acdvrfu,VLASS1.1v2,0.283,0.122,-312.48
ZTF18acdvrfu,VLASS2.1,0.361,0.13,705.52
ZTF18acdvrfu,VLASS3.1,0.809,0.317,1532.52
ZTF18acdvvej,VLASS1.2v2,0.455,0.126,164.5
ZTF18acdvvej,VLASS2.2,0.31,0.12,1121.5
ZTF18acdvvgx,VLASS1.2v2,0.387,0.12,148.52
ZTF18acdvvgx,VLASS2.2,0.243,0.12,1105.52
ZTF18acdwazf,VLASS1.1v2,0.517,0.141,-341.53
ZTF18acdwazf,VLASS2.1,0.317,0.171,673.47
ZTF18acdwazf,VLASS3.1,0.247,0.123,1595.47
ZTF18acdwohd,VLASS1.1v2,0.501,0.171,-382.15
ZTF18acdwohd,VLASS2.1,0.523,0.189,654.85
ZTF18acdwohd,VLASS3.1,0.482,0.196,1550.85
ZTF18acdwuhy,VLASS1.2v2,0.334,0.122,-904.27
ZTF18acdwuhy,VLASS2.2,0.272,0.118,59.73
ZTF18acdxhus,VLASS1.2v2,0.451,0.19,241.81
ZTF18acdxhus,VLASS2.2,0.253,0.131,1184.81
ZTF18acdyypo,VLASS1.2v2,0.366,0.183,139.7
ZTF18acdyypo,VLASS2.2,0.446,0.123,1056.7
ZTF18acdzpgs,VLASS1.1v2,0.339,0.134,-596.42
ZTF18acdzpgs,VLASS2.1,0.481,0.169,381.58
ZTF18acdzpgs,VLASS3.1,0.333,0.116,1386.58
ZTF18acdzzyf,VLASS1.2v2,0.397,0.143,207.66
ZTF18acdzzyf,VLASS2.2,0.474,0.164,1161.66
ZTF18aceathd,VLASS1.1v2,0.414,0.207,-369.22
ZTF18aceathd,VLASS2.1,0.382,0.133,661.78
ZTF18aceathd,VLASS3.1,0.413,0.133,1553.78
ZTF18acebefc,VLASS1.2v2,0.304,0.127,122.78
ZTF18acebefc,VLASS2.2,0.253,0.108,1081.78
ZTF18acebssa,VLASS1.1v2,0.345,0.119,-347.39
ZTF18acebssa,VLASS2.1,0.449,0.177,605.61
ZTF18acebssa,VLASS3.1,0.297,0.126,1578.61
ZTF18aceexmi,VLASS1.1v2,0.317,0.112,-403.38
ZTF18aceexmi,VLASS2.1,0.367,0.159,623.62
ZTF18aceexmi,VLASS3.1,0.381,0.149,1519.62
ZTF18acefhxx,VLASS1.1v2,0.363,0.127,-411.39
ZTF18acefhxx,VLASS2.1,0.42,0.163,673.61
ZTF18acefhxx,VLASS3.1,0.384,0.136,1529.61
ZTF18acefuhk,VLASS1.2v2,0.321,0.135,169.47
ZTF18acefuhk,VLASS2.2,0.263,0.125,1039.47
ZTF18acefxko,VLASS1.1v2,0.284,0.113,-411.46
ZTF18acefxko,VLASS2.1,0.494,0.177,635.54
ZTF18acefxko,VLASS3.1,0.32,0.119,1529.54
ZTF18acehilk,VLASS1.2v2,0.257,0.121,185.74
ZTF18acehilk,VLASS2.2,0.235,0.106,1105.74
ZTF18aceisbk,VLASS1.1v2,0.368,0.145,-355.12
ZTF18aceisbk,VLASS2.1,0.454,0.172,618.88
ZTF18aceisbk,VLASS3.1,0.264,0.119,1508.88
ZTF18acemhyb,VLASS1.2v2,0.441,0.125,150.49
ZTF18acemhyb,VLASS2.2,0.346,0.115,1111.49
ZTF18acenqto,VLASS1.1v2,0.392,0.135,-302.34
ZTF18acenqto,VLASS2.1,0.467,0.213,686.66
ZTF18acenqto,VLASS3.1,0.309,0.125,1649.66
ZTF18acepwhb,VLASS1.1v2,0.387,0.15,-436.45
ZTF18acepwhb,VLASS2.1,0.255,0.124,649.55
ZTF18acepwhb,VLASS3.1,0.282,0.099,1577.55
ZTF18aceqrrs,VLASS1.1v2,0.213,0.091,-356.56
ZTF18aceqrrs,VLASS2.1,0.42,0.151,608.44
ZTF18aceqrrs,VLASS3.1,0.462,0.145,1529.44
ZTF18acerdie,VLASS1.2v2,0.359,0.132,25.75
ZTF18acerdie,VLASS2.2,0.287,0.098,967.75
ZTF18aceyjco,VLASS1.1v2,0.276,0.118,-363.47
ZTF18aceyjco,VLASS2.1,0.221,0.115,641.53
ZTF18aceyjco,VLASS3.1,0.375,0.149,1541.53
ZTF18acezsyi,VLASS1.1v2,0.374,0.128,-404.14
ZTF18acezsyi,VLASS2.1,0.218,0.128,664.86
ZTF18acezsyi,VLASS3.1,0.237,0.107,1542.86
ZTF18acfwmqj,VLASS1.2v2,0.298,0.11,126.73
ZTF18acfwmqj,VLASS2.2,0.345,0.097,1073.73
ZTF18acgvgiq,VLASS1.1v2,0.368,0.139,-334.55
ZTF18acgvgiq,VLASS2.1,0.284,0.103,660.45
ZTF18acgvgiq,VLASS3.1,0.319,0.133,1557.45
ZTF18achaqmd,VLASS1.1v2,0.248,0.107,-410.16
ZTF18achaqmd,VLASS2.1,0.437,0.179,614.84
ZTF18achaqmd,VLASS3.1,0.36,0.16,1551.84
ZTF18achbllm,VLASS1.1v2,0.279,0.128,-319.26
ZTF18achbllm,VLASS2.1,0.279,0.133,621.74
ZTF18achbllm,VLASS3.1,0.241,0.116,1533.74
ZTF18achcpwu,VLASS1.1v2,0.317,0.125,-437.5
ZTF18achcpwu,VLASS2.1,0.245,0.127,615.5
ZTF18achcpwu,VLASS3.1,0.329,0.119,1555.5
ZTF18achdidy,VLASS1.2v2,0.253,0.129,146.51
ZTF18achdidy,VLASS2.2,0.325,0.105,1088.51
ZTF18achjcwv,VLASS1.1v2,0.352,0.14,-436.16
ZTF18achjcwv,VLASS2.1,0.334,0.139,639.84
ZTF18achjcwv,VLASS3.1,0.356,0.163,1574.84
ZTF18achmxsx,VLASS1.1v2,0.42,0.123,-414.33
ZTF18achmxsx,VLASS2.1,0.392,0.153,615.67
ZTF18achmxsx,VLASS3.1,0.386,0.131,1532.67
ZTF18achtnvk,VLASS1.2v2,0.27,0.118,144.64
ZTF18achtnvk,VLASS2.2,0.23,0.106,1057.64
ZTF18achxcsh,VLASS1.1v2,0.253,0.102,-541.2
ZTF18achxcsh,VLASS2.1,0.308,0.148,508.8
ZTF18achxcsh,VLASS3.1,0.339,0.118,1448.8
ZTF18achyqcq,VLASS1.1v2,0.353,0.15,-313.5
ZTF18achyqcq,VLASS2.1,0.49,0.183,601.5
ZTF18achyqcq,VLASS3.1,0.332,0.133,1527.5
ZTF18acisruf,VLASS1.2v2,0.427,0.169,161.76
ZTF18acisruf,VLASS2.2,0.438,0.121,1078.76
ZTF18acjpret,VLASS1.1v2,1.187,0.29,-1775.27
ZTF18acjpret,VLASS2.1,1.811,0.269,-696.27
ZTF18acjpret,VLASS3.1,1.381,0.217,194.73
ZTF18acjxyak,VLASS1.2v2,0.414,0.169,-647.47
ZTF18acjxyak,VLASS2.2,0.333,0.107,208.53
ZTF18acllhfg,VLASS1.2v2,0.26,0.102,-1479.19
ZTF18acllhfg,VLASS2.2,0.303,0.122,-518.19
ZTF18acmvcme,VLASS1.1v2,0.186,0.095,-549.43
ZTF18acmvcme,VLASS2.1,0.29,0.15,496.57
ZTF18acmvcme,VLASS3.1,0.256,0.102,1347.57
ZTF18acmwptq,VLASS1.1v2,0.457,0.145,-398.32
ZTF18acmwptq,VLASS2.1,0.345,0.167,619.68
ZTF18acmwptq,VLASS3.1,0.319,0.126,1629.68
ZTF18acmxkzj,VLASS1.1v2,0.457,0.136,-429.18
ZTF18acmxkzj,VLASS2.1,0.437,0.16,621.82
ZTF18acmxkzj,VLASS3.1,0.252,0.11,1515.82
ZTF18acmyxfx,VLASS1.1v2,0.315,0.14,-360.38
ZTF18acmyxfx,VLASS2.1,0.437,0.159,592.62
ZTF18acmyxfx,VLASS3.1,0.344,0.12,1565.62
ZTF18acmznfc,VLASS1.2v2,0.339,0.149,120.54
ZTF18acmznfc,VLASS2.2,0.268,0.113,1111.54
ZTF18acmzpbf,VLASS1.2v2,0.338,0.127,156.51
ZTF18acmzpbf,VLASS2.2,0.345,0.124,1081.51
ZTF18acnbeuu,VLASS1.2v2,0.386,0.14,134.47
ZTF18acnbeuu,VLASS2.2,0.259,0.128,1084.47
ZTF18acnbgpw,VLASS1.2v2,0.501,0.147,110.49
ZTF18acnbgpw,VLASS2.2,0.297,0.113,1044.49
ZTF18acnbgrb,VLASS1.2v2,0.766,0.194,123.44
ZTF18acnbgrb,VLASS2.2,0.651,0.185,1102.44
ZTF18acnbpkq,VLASS1.2v2,0.402,0.127,149.49
ZTF18acnbpkq,VLASS2.2,0.379,0.15,1099.49
ZTF18acnbptb,VLASS1.2v2,0.438,0.161,155.48
ZTF18acnbptb,VLASS2.2,0.36,0.133,1055.48
ZTF18acnmifq,VLASS1.1v2,0.268,0.101,-384.45
ZTF18acnmifq,VLASS2.1,0.461,0.145,668.55
ZTF18acnmifq,VLASS3.1,0.306,0.121,1547.55
ZTF18acnncve,VLASS1.2v2,0.338,0.12,162.55
ZTF18acnncve,VLASS2.2,0.263,0.119,1104.55
ZTF18acnnevs,VLASS1.1v2,0.362,0.124,-486.54
ZTF18acnnevs,VLASS2.1,0.439,0.174,557.46
ZTF18acnnevs,VLASS3.1,0.293,0.11,1478.46
ZTF18acnnxor,VLASS1.1v2,0.256,0.126,-320.56
ZTF18acnnxor,VLASS2.1,0.347,0.14,609.44
ZTF18acnnxor,VLASS3.1,0.351,0.157,1527.44
ZTF18acnnxzz,VLASS1.1v2,0.439,0.135,-364.52
ZTF18acnnxzz,VLASS2.1,0.266,0.13,621.48
ZTF18acnnxzz,VLASS3.1,0.671,0.224,1520.48
ZTF18acpdvos,VLASS1.1v2,0.43,0.155,-416.26
ZTF18acpdvos,VLASS2.1,0.571,0.173,563.74
ZTF18acpdvos,VLASS3.1,16.298,1.271,1441.74
ZTF18acpeemg,VLASS1.2v2,0.349,0.134,146.52
ZTF18acpeemg,VLASS2.2,0.426,0.147,1044.52
ZTF18acpeesd,VLASS1.2v2,0.438,0.152,160.52
ZTF18acpeesd,VLASS2.2,0.315,0.128,1047.52
ZTF18acpefgk,VLASS1.1v2,0.264,0.124,-316.48
ZTF18acpefgk,VLASS2.1,0.488,0.169,626.52
ZTF18acpefgk,VLASS3.1,0.289,0.135,1557.52
ZTF18acpfwmm,VLASS1.2v2,0.338,0.131,161.55
ZTF18acpfwmm,VLASS2.2,0.337,0.108,1086.55
ZTF18acppxgo,VLASS1.1v2,0.484,0.132,-317.5
ZTF18acppxgo,VLASS2.1,0.679,0.195,635.5
ZTF18acppxgo,VLASS3.1,0.29,0.11,1529.5
ZTF18acpscso,VLASS1.1v2,0.313,0.123,-369.19
ZTF18acpscso,VLASS2.1,0.577,0.149,583.81
ZTF18acpscso,VLASS3.1,0.39,0.112,1565.81
ZTF18acpsrtc,VLASS1.2v2,0.425,0.128,187.7
ZTF18acpsrtc,VLASS2.2,0.386,0.14,1066.7
ZTF18acptgzz,VLASS1.1v2,0.377,0.134,-348.4
ZTF18acptgzz,VLASS2.1,0.333,0.172,598.6
ZTF18acptgzz,VLASS3.1,0.446,0.155,1559.6
ZTF18acpuxuh,VLASS1.1v2,0.239,0.126,-363.4
ZTF18acpuxuh,VLASS2.1,0.328,0.16,589.6
ZTF18acpuxuh,VLASS3.1,0.343,0.129,1562.6
ZTF18acqnzso,VLASS1.1v2,2.159,0.192,-1873.32
ZTF18acqnzso,VLASS2.1,1.992,0.2,-764.32
ZTF18acqnzso,VLASS3.1,2.045,0.209,85.68
ZTF18acqphpd,VLASS1.2v2,0.382,0.118,132.48
ZTF18acqphpd,VLASS2.2,0.355,0.1,1082.48
ZTF18acqpobb,VLASS1.1v2,0.371,0.105,-415.51
ZTF18acqpobb,VLASS2.1,0.468,0.148,666.49
ZTF18acqpobb,VLASS3.1,0.276,0.098,1523.49
ZTF18acqppuj,VLASS1.1v2,0.414,0.166,-438.51
ZTF18acqppuj,VLASS2.1,0.466,0.166,643.49
ZTF18acqppuj,VLASS3.1,0.466,0.139,1500.49
ZTF18acqpqph,VLASS1.1v2,0.353,0.114,-345.51
ZTF18acqpqph,VLASS2.1,0.486,0.12,664.49
ZTF18acqpqph,VLASS3.1,0.29,0.105,1583.49
ZTF18acqqyah,VLASS1.1v2,0.327,0.154,-377.47
ZTF18acqqyah,VLASS2.1,0.43,0.166,622.53
ZTF18acqqyah,VLASS3.1,0.408,0.144,1541.53
ZTF18acqsfxh,VLASS1.1v2,0.392,0.139,-436.48
ZTF18acqsfxh,VLASS2.1,0.47,0.117,675.52
ZTF18acqsfxh,VLASS3.1,0.453,0.145,1525.52
ZTF18acqsqrg,VLASS1.2v2,0.264,0.116,149.49
ZTF18acqsqrg,VLASS2.2,0.193,0.092,1099.49
ZTF18acqsqry,VLASS1.2v2,0.48,0.116,149.44
ZTF18acqsqry,VLASS2.2,0.47,0.104,1099.44
ZTF18acqsroy,VLASS1.2v2,0.425,0.149,169.49
ZTF18acqsroy,VLASS2.2,0.254,0.108,1098.49
ZTF18acqsztr,VLASS1.2v2,0.325,0.13,-396.3
ZTF18acqsztr,VLASS2.2,0.375,0.126,560.7
ZTF18acqugen,VLASS1.2v2,0.843,0.156,-403.24
ZTF18acqugen,VLASS2.2,0.656,0.1,525.76
ZTF18acqwdla,VLASS1.1v2,0.346,0.13,-426.45
ZTF18acqwdla,VLASS2.1,0.365,0.166,623.55
ZTF18acqwdla,VLASS3.1,0.641,0.271,1504.55
ZTF18acqxcga,VLASS1.2v2,0.339,0.148,176.67
ZTF18acqxcga,VLASS2.2,0.287,0.121,1057.67
ZTF18acqxsyi,VLASS1.2v2,0.336,0.151,133.52
ZTF18acqxsyi,VLASS2.2,0.274,0.115,1071.52
ZTF18acqxwgl,VLASS1.1v2,0.297,0.112,-433.49
ZTF18acqxwgl,VLASS2.1,0.4,0.13,675.51
ZTF18acqxwgl,VLASS3.1,0.289,0.127,1525.51
ZTF18acqxyiq,VLASS1.2v2,0.382,0.163,193.54
ZTF18acqxyiq,VLASS2.2,0.355,0.121,1115.54
ZTF18acrcetn,VLASS1.1v2,0.417,0.157,-372.18
ZTF18acrcetn,VLASS2.1,0.385,0.147,654.82
ZTF18acrcetn,VLASS3.1,0.235,0.108,1529.82
ZTF18acrcgyb,VLASS1.2v2,0.37,0.163,165.81
ZTF18acrcgyb,VLASS2.2,0.348,0.146,1152.81
ZTF18acrcizr,VLASS1.2v2,0.324,0.118,151.79
ZTF18acrcizr,VLASS2.2,0.215,0.099,1044.79
ZTF18acrcogn,VLASS1.1v2,20.316,2.998,-345.35
ZTF18acrcogn,VLASS2.1,4.201,1.703,629.65
ZTF18acrcogn,VLASS3.1,3.425,2.049,1552.65
ZTF18acrcyqw,VLASS1.2v2,0.409,0.132,161.55
ZTF18acrcyqw,VLASS2.2,0.3,0.09,1086.55
ZTF18acrdciw,VLASS1.1v2,0.393,0.125,-317.44
ZTF18acrdciw,VLASS2.1,0.642,0.134,649.56
ZTF18acrdciw,VLASS3.1,0.385,0.111,1529.56
ZTF18acrdlrp,VLASS1.2v2,0.529,0.204,129.52
ZTF18acrdlrp,VLASS2.2,0.354,0.144,1087.52
ZTF18acrdmmw,VLASS1.2v2,0.368,0.12,148.53
ZTF18acrdmmw,VLASS2.2,0.424,0.129,1054.53
ZTF18acrdwag,VLASS1.2v2,0.443,0.169,134.46
ZTF18acrdwag,VLASS2.2,0.522,0.18,1083.46
ZTF18acrdwcf,VLASS1.1v2,0.222,0.111,-401.49
